              x              y              w
        0.73125        0.01875        0.30854
         0.7375        0.01875        0.29269
        0.74375        0.01875        0.27696
           0.75        0.01875        0.26137
        0.75625        0.01875        0.24595
         0.7625        0.01875        0.23076
        0.76875        0.01875        0.21581
          0.775        0.01875        0.20115
        0.78125        0.01875        0.18681
         0.7875        0.01875        0.17282
        0.79375        0.01875        0.15922
            0.8        0.01875        0.14603
        0.80625        0.01875        0.13328
         0.8125        0.01875          0.121
        0.81875        0.01875        0.10922
          0.825        0.01875       0.097955
        0.83125        0.01875       0.087238
         0.8375        0.01875       0.077084
        0.84375        0.01875       0.067511
           0.85        0.01875       0.058535
        0.85625        0.01875       0.050169
         0.8625        0.01875       0.042423
        0.86875        0.01875       0.035303
          0.875        0.01875       0.028813
        0.88125        0.01875       0.022953
         0.8875        0.01875        0.01772
        0.89375        0.01875       0.013105
            0.9        0.01875      0.0090946
        0.90625        0.01875      0.0056723
         0.9125        0.01875      0.0028143
        0.91875        0.01875     0.00049174
          0.925        0.01875     -0.0013312
        0.93125        0.01875     -0.0026968
         0.9375        0.01875     -0.0036552
        0.94375        0.01875     -0.0042638
           0.95        0.01875     -0.0045872
        0.95625        0.01875     -0.0046964
         0.9625        0.01875     -0.0046659
        0.96875        0.01875     -0.0045679
          0.975        0.01875     -0.0044623
        0.98125        0.01875     -0.0043785
         0.9875        0.01875     -0.0042867
        0.99375        0.01875     -0.0040577
              1        0.01875     -0.0034238

              0          0.025     -0.0074374
        0.00625          0.025     -0.0042861
         0.0125          0.025      -0.001308
        0.01875          0.025      0.0015301
          0.025          0.025      0.0042818
        0.03125          0.025      0.0070232
         0.0375          0.025      0.0098418
        0.04375          0.025       0.012825
           0.05          0.025       0.016054
        0.05625          0.025       0.019597
         0.0625          0.025       0.023514
        0.06875          0.025       0.027848
          0.075          0.025       0.032634
        0.08125          0.025       0.037896
         0.0875          0.025       0.043649
        0.09375          0.025       0.049901
            0.1          0.025       0.056654
        0.10625          0.025       0.063904
         0.1125          0.025       0.071642
        0.11875          0.025       0.079857
          0.125          0.025       0.088533
        0.13125          0.025       0.097655
         0.1375          0.025         0.1072
        0.14375          0.025        0.11716
           0.15          0.025        0.12749
        0.15625          0.025        0.13819
         0.1625          0.025        0.14923
        0.16875          0.025        0.16058
          0.175          0.025        0.17222
        0.18125          0.025        0.18413
         0.1875          0.025        0.19629
        0.19375          0.025        0.20867
            0.2          0.025        0.22124
        0.20625          0.025        0.23399
         0.2125          0.025        0.24689
        0.21875          0.025        0.25992
          0.225          0.025        0.27305
        0.23125          0.025        0.28627
         0.2375          0.025        0.29956
        0.24375          0.025        0.31289
           0.25          0.025        0.32624
        0.25625          0.025        0.33959
         0.2625          0.025        0.35293
        0.26875          0.025        0.36623
          0.275          0.025        0.37947
        0.28125          0.025        0.39263
         0.2875          0.025         0.4057
        0.29375          0.025        0.41865
            0.3          0.025        0.43147
        0.30625          0.025        0.44414
         0.3125          0.025        0.45664
        0.31875          0.025        0.46895
          0.325          0.025        0.48106
        0.33125          0.025        0.49294
         0.3375          0.025        0.50458
        0.34375          0.025        0.51596
           0.35          0.025        0.52706
        0.35625          0.025        0.53788
         0.3625          0.025        0.54838
        0.36875          0.025        0.55855
          0.375          0.025        0.56838
        0.38125          0.025        0.57785
         0.3875          0.025        0.58694
        0.39375          0.025        0.59564
            0.4          0.025        0.60393
        0.40625          0.025         0.6118
         0.4125          0.025        0.61922
        0.41875          0.025        0.62619
          0.425          0.025         0.6327
        0.43125          0.025        0.63872
         0.4375          0.025        0.64425
        0.44375          0.025        0.64927
           0.45          0.025        0.65377
        0.45625          0.025        0.65773
