           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,
           0,   -0.011287,   -0.022995,   -0.032997,   -0.041336,   -0.048222,   -0.053653,   -0.057225,   -0.058123,   -0.054148,     -0.0438,           0,
           0,  -0.0092205,    -0.02293,   -0.036916,   -0.049988,   -0.061635,   -0.071172,   -0.077277,   -0.077578,   -0.067817,   -0.042628,           0,
           0,  -0.0072863,   -0.020361,   -0.034948,   -0.049231,   -0.062097,   -0.072186,   -0.077334,   -0.074187,    -0.05848,   -0.028914,           0,
           0,  -0.0058653,   -0.017277,   -0.030535,   -0.043661,   -0.055161,   -0.063256,   -0.065506,   -0.058937,   -0.041507,   -0.016617,           0,
           0,  -0.0045577,   -0.013753,   -0.024602,   -0.035238,   -0.044071,    -0.04931,   -0.048899,    -0.04108,   -0.026043,  -0.0087452,           0,
           0,  -0.0032674,   -0.010051,   -0.018111,   -0.025864,   -0.031882,   -0.034682,   -0.032895,   -0.025903,   -0.014986,  -0.0043542,           0,
           0,  -0.0020796,  -0.0065844,   -0.011993,   -0.017104,   -0.020808,    -0.02205,   -0.020078,   -0.014923,  -0.0079701,  -0.0020294,           0,
           0,  -0.0011082,  -0.0037066,  -0.0068991,  -0.0098904,   -0.011941,   -0.012396,   -0.010898,   -0.007688,   -0.003792, -0.00081641,           0,
           0, -0.00042388,  -0.0016117,  -0.0031413,  -0.0045858,  -0.0055467,  -0.0056835,  -0.0048484,  -0.0032362,    -0.00143, -0.00020567,           0,
           0, -5.6086e-05, -0.00037147, -0.00081802,  -0.0012523,  -0.0015427,  -0.0015752,  -0.0013021,  -0.0007978, -0.00026836,  3.0517e-05,           0,
           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,
